id_product,product_name,product_link,regular_price,promo_price,brand
"228089,""Пиво Wychwood Brewery Hobgoblin IPA светлое, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-wychwood-brewery-hobgoblin-ipa-sv-zhb,269,,WYCHWOOD BREWERY"
"127890,""Пивной напиток Garage Seth&Riley's брусника, 0.4л"",https://online.metro-cc.ru/products/garage-seth-rileys-brusnika-04-l,84.90,74.90,GARAGE"
"238525,""Пиво Lapin Kulta светлое фильтрованное, 0.5л"",https://online.metro-cc.ru/products/pivo-lapin-kulta-svetloe-filtrovannoe-05l,179,154.90,LAPIN KULTA"
"114533,""Пивной напиток Hoegaarden грейпфрут, 0.44л"",https://online.metro-cc.ru/products/044-l-piv-nap-hugarden-grejp-st,89.90,,HOEGAARDEN"
"134872,""Пиво Weltenburger Kloster Hell Weiss, 0.5л"",https://online.metro-cc.ru/products/svetloe-nefiltrovannoe-weltenburger-kloster-hell-weiss-05-l,199,,WELTENBURGER KLOSTER"
"634307,""Пиво Stella Artois светлое, 0.45л"",https://online.metro-cc.ru/products/stella-artois-zheleznaya-banka-045-l-634307,115,89.90,STELLA ARTOIS"
"134874,""Пиво Schneider's Bayerisch Hell светлое фильтрованное, 0.5л"",https://online.metro-cc.ru/products/svetloe-filtrovannoe-schneiders-bayerisch-hell-05-l,199,,SCHNEIDER'S"
"98347,""Пиво Schneider Weisse TAP 7 Weisse Оригинал, 0.5л"",https://online.metro-cc.ru/products/schneider-weisse-original-steklo-05-l,199,,SCHNEIDER WEISSE"
"221211,""Напиток Essa пивной ананас-грейпфрут, 0.4л"",https://online.metro-cc.ru/products/04l-piv-nap-essa-ananasgreypfrut-st,89.90,69.90,ESSA"
75790,Пиво Клинское 0.45л,https://online.metro-cc.ru/products/klinskoe-v-stekle-045-l,67.90,54.90,КЛИНСКОЕ
"215210,""Напиток пивной Abbe Brune темное, 0.45л"",https://online.metro-cc.ru/products/045l-piv-nap-abbe-bryun-tem-zhb,99.90,69.90,ABBE"
"135267,""Пиво St.Peter's рубиновый красный эль светлое, 0.5л"",https://online.metro-cc.ru/products/streper-rubinovyj-krasnyj-svetloe-05-l,359,,ST.PETER'S"
"135265,""Пиво St.Peter's Golden Ale светлое, 0.5л"",https://online.metro-cc.ru/products/stpeters-golden-ale-svetloe-05-l,359,,ST.PETER'S"
"213610,""Пиво Stiegl Weisse, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-stiegl-vays-st,259,,STIEGL"
"112156,""Пиво Жигули Барное светлое, 0.45л"",https://online.metro-cc.ru/products/pivo-zhiguli-barnoe-pshenichnoe-svetloe-45-045-l,68.90,58.90,ЖИГУЛИ БАРНОЕ"
"642679,""Пиво St.Peter's Cream Stout, 0.5л"",https://online.metro-cc.ru/products/stpeter-039s-krim-staut-st-05-l,359,,ST.PETER'S"
"238516,""Пиво Holsten Dunkel темное, 0.45л"",https://online.metro-cc.ru/products/pivo-holsten-dunkel-temnoe-045l,69.90,,HOLSTEN"
"642073,""Пиво St.Peter's Honey Porter, 0.5л"",https://online.metro-cc.ru/products/st-peter-039s-plum-porter-05-l,329,,ST.PETER'S"
"128033,""Напиток пивной Kronenbourg Blanc Rose, 0.45л"",https://online.metro-cc.ru/products/napitok-kronenbourg-blanc-rose-045-l,129,74.90,KRONENBOURG"
"109755,""Пиво Wolpertinger Pilsner, 0.5л"",https://online.metro-cc.ru/products/pivo-wolpertinger-pilsner-zh-b-05-l,139,129,WOLPERTINGER"
"619586,""Пиво Estrella Damm светлое, 0.33л"",https://online.metro-cc.ru/products/estrella-damm-v-steklyannoj-butylke-033-l,149,,ESTRELLA"
"636083,""Пивной напиток светлый Kronenbourg 1664 Blanc, 0.45л"",https://online.metro-cc.ru/products/napitok-kronenbourg-zheleznaya-banka-045-l,129,83.90,KRONENBOURG"
"97102,""Пиво The Flying Dutchman Freak Kriek Z Вишневое безалкогольное, 0.33л"",https://online.metro-cc.ru/products/flying-dutchman-freak-kriek-zero-bezalkogolnoe-st-b-033-l,319,,FLYING DUTCHMAN"
"514680,""Пиво Estrella Damm светлое, 0.5л"",https://online.metro-cc.ru/products/estrella-damm-zh-b-05-l,157,,ESTRELLA"
"127894,""Пивной напиток Garage Seth&Riley's груша, 0.4л"",https://online.metro-cc.ru/products/garage-seth-rileys-grusha-04-l,84.90,74.90,GARAGE"
"427743,""Пивной напиток светлый Kronenbourg 1664 Blanc, 0.46л"",https://online.metro-cc.ru/products/napitok-kronenbourg-1664-blanc-pshenichnoe-steklo-046-l,129,83.90,KRONENBOURG"
"117818,""Пиво Flensburger Weizen, 0.5л"",https://online.metro-cc.ru/products/05-l-flensburger-vajcen-st,284,274.90,FLENSBURGER"
"208838,""Напиток пивной Grossmeister грейпфрут, 0.5л"",https://online.metro-cc.ru/products/05l-piv-nap-grossmeister-greypfrut-zhb,169,129,GROSSMEISTER"
"238417,""Пиво Hofbrau Swarze Weisse темное нефильтрованное, 0.5л"",https://online.metro-cc.ru/products/pivo-hofbrau-swarze-weisse-temnoe-nefiltrovannoe-05l,269,,HOFBRAU"
"58645,""Пиво Van Steenberge Piraat, 0.33л"",https://online.metro-cc.ru/products/van-steenberge-piraat-v-steklyannoj-butylke-033-l,299,,VAN STEENBERGE"
"140434,""Пиво Kometa IPA светлое, 0.45л"",https://online.metro-cc.ru/products/045l-pivo-kometa-ipa-zhb,159,,KOMETA IPA"
"562587,""Пиво Praga Premium Pils светлое, 0.5л"",https://online.metro-cc.ru/products/praga-premium-imported-05-l,149,,PRAGA"
"605533,""Пиво Amstel светлое, 0.45л"",https://online.metro-cc.ru/products/amstel-svetloe-st-b-045-l-605533,69.90,59.90,AMSTEL"
"228090,""Пиво Wychwood Brewery Hobgoblin Ruby темное, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-wychwood-brewery-hobgoblin-rubi-tem-zhb,269,,WYCHWOOD BREWERY"
"238413,""Пиво Manneken Pils светлое фильтрованное, 0.33л"",https://online.metro-cc.ru/products/pivo-manneken-pils-svetloe-filtrovannoe-033l,249,189,MANNEKEN PILS"
"91742,""Пиво Schneider Weisse TAP 01 Weisse, 0.5л"",https://online.metro-cc.ru/products/schneider-weisse-steklo-05-l,199,,SCHNEIDER WEISSE"
"111611,""Пиво Ремесленное светлое, 1л"",https://online.metro-cc.ru/products/pivo-remeslennoe-svetloe-st-b-1l,247,,РЕМЕСЛЕННОЕ"
"134777,""Напиток пивной Brewlok Карамба светлый, 0.5л"",https://online.metro-cc.ru/products/napitok-brewlok-karamba-svetlyj-05-l,229,,BREWLOK"
"240767,""Пиво Erdinger Dunkel, 0.5л"",https://online.metro-cc.ru/products/pivo-erdinger-dunkel-05l-240767,299,229,ERDINGER"
"134784,""Пиво Brewlok Likho the One-Eyed светлое, 0.5л"",https://online.metro-cc.ru/products/brewlok-liho-odnoglazoe-svetloe-05-l,229,,BREWLOK"
"562560,""Пиво Hofbrau Original светлое, 0.5л"",https://online.metro-cc.ru/products/hofbrau-original-05-l,259,,HOFBRAU"
"388663,""Пиво Krusovice светлое, 0.5л"",https://online.metro-cc.ru/products/art-388663,199,168.90,KRUSOVICE"
"134781,""Пиво Brewlok Леший эль светлое, 0.5л"",https://online.metro-cc.ru/products/brewlok-leshij-el-svetloe-05-l,219,,BREWLOK"
"134851,""Пиво Schnitzlbaumer Edel-Pils, 0.5л"",https://online.metro-cc.ru/products/schnitzlbaumer-edel-pils-05-l,299,239,SCHNITZLBAUMER"
"239412,""Пиво Kurpfalz Brau Helles, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-kurpfalz-broy-helles-st-239412,209,,KURPFALZ"
"601178,""Пиво Original Landbier Zwickl светлое, 0.5л"",https://online.metro-cc.ru/products/aktien-zwickl-kellerbier-original-polutemnoe-v-steklyannoj-butylke-05-l,289,,LANDBIER"
140435,Пиво Run Forest 0.45л,https://online.metro-cc.ru/products/045l-pivo-ran-forrest-zhb,129,99.90,RUN FOREST
"583399,""Пиво Tuborg Green светлое, 0.45л"",https://online.metro-cc.ru/products/tuborg-green-045-l-583399,82.90,64.90,TUBORG"
"118241,""Пиво St. Pierre Brune, 0.5л"",https://online.metro-cc.ru/products/stpierre-brune-zh-b-05-l,149,139,ST. PIERRE"
"138054,""Пиво Duff premium lager, 0.5л"",https://online.metro-cc.ru/products/pivo-duff-premium-lager-05l,129,,DUFF"
"138040,""Пиво Bakalar Dark Beer фильтрованное темное, 0.5л"",https://online.metro-cc.ru/products/pivo-bakalar-dark-beer-filtrovanoe-temnoe-05l-138040,189,,BAKALAR"
"117274,""Пиво Арсенальное Традиционное, 1.25л"",https://online.metro-cc.ru/products/tradicionnoe-arsenalnoe-pet-125l,125,,АРСЕНАЛЬНОЕ"
"238419,""Пиво Dreamteam Brew Lockdown светлое, 0.33л"",https://online.metro-cc.ru/products/pivo-dreamteam-brew-lockdown-svetloe-033l,219,,DREAMTEAM BREW"
"212988,""Пиво Хамовники Пильзенское, 0.45л"",https://online.metro-cc.ru/products/045l-pivo-hamovniki-pilzenskoe-st,75.90,59.90,ХАМОВНИКИ"
"239414,""Пиво Kurpfalz Brau Ur-Weizen, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-kurpfalz-broy-ur-vaytsen-st-239414,209,,KURPFALZ"
"127809,""Пиво Dutch Windmill светлое, 0.5л"",https://online.metro-cc.ru/products/dutch-windmill-svetloe-05-l,129,104,DUTCH WINDMILL"
"437507,""Пиво Maisels Weisse Dunkel темное, 0.5л"",https://online.metro-cc.ru/products/maisel-039s-weisse-dunkel-54-05-l,199,,MAISELS"
"239400,""Пиво Steinbrau Schwarzbier, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-steinbrau-shvartsbir-st-239400,199,,STEINBRAU"
"220122,""Пиво Eboshi светлое, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-eboshi-svetloe-filtr-past-zhb,145,,EBOSHI"
"208749,""Пиво Dreamteam Brew Port Pilsner светлое, 0.33л"",https://online.metro-cc.ru/products/033l-pivo-dreamteam-brew-port-pilsner-svetloe-st,149,,DREAMTEAM BREW"
"46807,""Пиво Krusovice светлое, 0.45л"",https://online.metro-cc.ru/products/krusovice-svetloe-steklo-045-l,73.90,70.90,KRUSOVICE"
"420406,""Пиво Bakalar Pale Lager светлое, 0.5л"",https://online.metro-cc.ru/products/bakalar-svetloe-05-l,189,,BAKALAR"
"213476,""Напиток пивной Abbe Blonde светлое, 0.33л"",https://online.metro-cc.ru/products/033l-piv-nap-abbe-blond-svetloe-st-213476,139,69.90,ABBE"
"544022,""Пиво Flensburger Pilsener светлое, 0.5л"",https://online.metro-cc.ru/products/svetloe-flensburger-lager-zheleznaya-banka-05-l,179,,FLENSBURGER"
"120853,""Пиво Bud светлое, 0.44л"",https://online.metro-cc.ru/products/044-l-bad-st,79.90,69.90,BUD"
"134773,""Пиво Datour Royal Blonde, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-datur-royal-blond-zhb-134773,169,,DATOUR"
"123207,""Пиво Охота Крепкое светлое, 1.25л"",https://online.metro-cc.ru/products/125l-ohota-krepkoe-pet,149,132.90,ОХОТА"
"123746,""Пивной напиток Chester's Яблочный полусухой, 0.45л"",https://online.metro-cc.ru/products/045-l-nap-chesters-yablochnyj-p-suh-st,109,,CHESTER'S"
"214943,""Пивной напиток Chester's Грейпфрут, 0.45л"",https://online.metro-cc.ru/products/045l-piv-nap-chesters-greypfrut-st,119,,CHESTER'S"
"120855,""Пиво Bud 66, 0.44л"",https://online.metro-cc.ru/products/044-l-bad-66-st,79.90,69.90,BUD"
"138055,""Пиво Ebertsburg Hefeweizen, 0.5л"",https://online.metro-cc.ru/products/pivo-edelburg-hefeweizen-05l,129,,EBERTSBURG"
"138056,""Пиво Apostel Weissbier, 0.5л"",https://online.metro-cc.ru/products/pivo-apostel-weissbier-05l,129,,APOSTEL"
"215517,""Пиво Datour Royal Brun, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-datour-royal-bryun-zhb,169,,DATOUR"
"212989,""Пиво Хамовники Венское, 0.45л"",https://online.metro-cc.ru/products/045l-pivo-hamovniki-venskoe-st,75.90,59.90,ХАМОВНИКИ"
"138044,""Пиво Staroceske Tradicni светлое, 0.5л"",https://online.metro-cc.ru/products/pivo-staroceske-tradicni-svetloe-05l-138044,164,,STAROCESKE"
"221199,""Напиток Essa пивной коколада кокос-манго, 0.4л"",https://online.metro-cc.ru/products/04l-piv-nap-essa-kokolada-kokosmango-st,89.90,69.90,ESSA"
"128282,""Пиво Eboshi Happoshu, 0.5л"",https://online.metro-cc.ru/products/05-l-pivo-ibosi-happosyu-zhb-128282,179,129,EBOSHI"
"624731,""Пиво Zatecky Gus светлое, 0.9л"",https://online.metro-cc.ru/products/art-624731,139,119,ZATECKY GUS"
"74857,""Пивной напиток Горьковская пивоварня Манго втроем светлый, 0.44л"",https://online.metro-cc.ru/products/mango-v-troem-pshenichnoe-5-044-l,119,,ГОРЬКОВСКАЯ ПИВОВАРНЯ"
"58846,""Пиво Velkopopovicky Kozel Rezany, 0.45л"",https://online.metro-cc.ru/products/velkopopovicky-kozel-rezany-svetloe-045-l,89.90,67.90,VELKOPOPOVICKY KOZEL"
"596862,""Пиво Балтика №3 Классическое, 0.9л"",https://online.metro-cc.ru/products/art-596862,99.90,,БАЛТИКА"
"73963,""Пиво Жигули Барное Бархатное, 0.45л"",https://online.metro-cc.ru/products/zhiguli-barnoe-barhatnoe-v-zheleznoj-banke-045-l,69.90,,ЖИГУЛИ БАРНОЕ"
"238512,""Напиток пивной Garage Hardcore Манго, 0.45л"",https://online.metro-cc.ru/products/napitok-pivnoy-garage-hardcore-mango-045l,75.90,,GARAGE"
"243981,""Пиво Tsingtao Premium Lager светлое, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-tsingtao-premium-lager-sv-47-zhb-243981,159,,TSINGTAO"
"242646,""Пиво Zotler Bayerisch Hell светлое, 0.5л"",https://online.metro-cc.ru/products/pivo-zotler-bayerisch-hell-svetloe-05l,389,,ZOTLER"
"136837,""Пиво Faxe Premium, 0.45л"",https://online.metro-cc.ru/products/045l-pivo-faxe-premium-but,73.90,,FAXE"
"203367,""Пиво Wieninger Weisbier Hell светлое нефильтрованное непастеризованное, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-wieninger-weisbier-hell-sv-nef-nep-st,199,,WIENINGER"
"238514,""Напиток пивной Garage Hardcore Дыня, 0.45л"",https://online.metro-cc.ru/products/napitok-pivnoy-garage-hardcore-dynya-045l,75.90,,GARAGE"
"223725,""Напиток пивной Hoegaarden вишня, 0.44л"",https://online.metro-cc.ru/products/044l-piv-nap-hoegaarden-vishnya-st-223725,89.90,,HOEGAARDEN"
"564854,""Пиво Bayreuther Hell светлое фильтрованное, 0.5л"",https://online.metro-cc.ru/products/svetloe-bayreuther-hell-pshenichnoe-steklo-05-l,229,,BAYREUTHER HELL"
"223728,""Напиток пивной Hoegaarden вишня, 0.45л"",https://online.metro-cc.ru/products/045l-piv-nap-hoegaarden-vishnya-zhb-223728,89.90,,HOEGAARDEN"
"420380,""Пиво Bakalar Premium Lager, 0.5л"",https://online.metro-cc.ru/products/bakalar-svetloe-tyomnoe-05-l,189,,BAKALAR"
"98524,""Пивной напиток Cherry Night с ароматом вишни, 1л"",https://online.metro-cc.ru/products/cherry-night-1-l,149,,CHERRY NIGHT"
"75789,""Пиво Сибирская Корона Классическое, 0.45л"",https://online.metro-cc.ru/products/klassicheskoe-v-stekle-sibirskaya-korona-045-l,82.90,,СИБИРСКАЯ КОРОНА"
"201408,""Пиво Einsiedler Pilsner, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-einsiedler-pilsener-st,179,,EINSIEDLER"
"135259,""Пиво Van Steenberge Bruegel светлое, 0.33л"",https://online.metro-cc.ru/products/van-steen-bruegel-svetloe-033-l,209,,VAN STEENBERGE"
"208754,""Пиво Dreamteam Brew Sint Pieters светлое, 0.33л"",https://online.metro-cc.ru/products/033l-pivo-dreamteam-brew-sint-piters-svetloe-st,209,,DREAMTEAM BREW"
"217869,""Пиво Белый медведь светлое, 1.15л"",https://online.metro-cc.ru/products/115l-pivo-belyy-medved-svetloe-pet,139,114,БЕЛЫЙ МЕДВЕДЬ"
"74918,""Пиво Grossmeister Premium Beer светлое, 0.5л"",https://online.metro-cc.ru/products/grossmeister-premium-beer-v-zheleznoj-banke-05-l,163,129,GROSSMEISTER"
"242447,""Пиво Singa светлое фильтрованное, 0.49л"",https://online.metro-cc.ru/products/049l-pivo-singha-sv-filtr-zhb-242447,259,,SINGA"
"220120,""Пиво Thron Weizen светлое, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-thron-vaytsen-svetloe-nf-past-zhb,139,,THRON"
"202106,""Пиво Lowenbrau нефильтрованное, 0.45л"",https://online.metro-cc.ru/products/045l-pivo-lowenbrau-nefiltrovannoe-but,85.90,,LOWENBRAU"
"596253,""Пиво Золотая Бочка светлое фильтрованное, 0.45л"",https://online.metro-cc.ru/products/zolotaya-bochka-svetloe-v-zheleznoj-banke-045-l,68.90,58.90,ЗОЛОТАЯ БОЧКА"
"241718,""Пиво Gletcher Underground Ale, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-gletcher-andergraund-el-st-241718,159,,GLETCHER"
"135626,""Пиво светлое Афанасий Первое живое нефильтрованное осветленное, 1л"",https://online.metro-cc.ru/products/pivo-svetloe-afanasiy-pervoe-zhivoe-nefiltrovannoe-osvetlennoe-1l,199,,АФАНАСИЙ"
"227464,""Пиво Stiegl Hell, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-stiegl-hell-zhb,159,,STIEGL"
"238506,""Пиво Балтика Русский имперский стаут, 0.44л"",https://online.metro-cc.ru/products/pivo-baltika-russkiy-imperskiy-staut-044l,149,129,БАЛТИКА"
"242410,""Напиток пивной New Riga's Brewery Tomato Gose Thai Morning, 0.45л"",https://online.metro-cc.ru/products/napitok-pivnoy-new-rigas-brewery-tomato-gose-thai-morning-045l,179,,NEW RIGA'S BREWERY"
"215168,""Напиток пивной Konix Brewery Ice Cream Porter Chocolate, 0.45л"",https://online.metro-cc.ru/products/045l-piv-nap-konix-brewery-porter-morozh-shokolad-zhb,159,,KONIX BREWERY"
"203369,""Пиво Steinbrau Helles светлое фильтрованное пастеризованное, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-steinbrau-helles-svetl-filtrov-paster-st,199,,STEINBRAU"
"132877,""Пиво Жигули барное, 0.9л"",https://online.metro-cc.ru/products/pivo-zhiguli-barnoe-09l,169,122.90,ЖИГУЛИ"
"132155,""Напиток пивной Doctor Diesel ежевика, 0.45л"",https://online.metro-cc.ru/products/napitok-pivnoj-doctor-diesel-ezhevika-045-l-132155,80.90,,DOCTOR DIESEL"
"129678,""Пиво Ярпиво Паровое светлое, 0.45л"",https://online.metro-cc.ru/products/parovoe-svetloe-045-l,63.90,,ЯРПИВО"
"129793,""Пиво Amstel светлое, 1.25л"",https://online.metro-cc.ru/products/amstel-svetloe-125l,157,139.90,AMSTEL"
"222888,""Пиво Taiwan beer Gold Medal светлое, 0.33л"",https://online.metro-cc.ru/products/033l-pivo-taiwan-beer-gold-medal-sv-zhb,149,,TAIWAN BEER"
"200763,""Пиво Жигулевское Специальное, 1.2л"",https://online.metro-cc.ru/products/12l-pivo-zhigulevskoe-spets-pet,109,,ЖИГУЛЕВСКОЕ"
"75088,""Пивной напиток Doctor Diesel Hot Mix вишня персик, 0.45л"",https://online.metro-cc.ru/products/napitok-drdiesel-hot-mix-vishnya-persik-steklo-045-l,80.90,,DOCTOR DIESEL"
"241718,""Пиво Gletcher Underground Ale, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-gletcher-andergraund-el-st-241718,159,,GLETCHER"
"227464,""Пиво Stiegl Hell, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-stiegl-hell-zhb,159,,STIEGL"
"117272,""Пиво Арсенальное Крепкое, 1.25л"",https://online.metro-cc.ru/products/krepkoe-arsenalnoe-pet-125l,152,127.90,АРСЕНАЛЬНОЕ"
"215206,""Напиток пивной Abbe Brune темное, 0.33л"",https://online.metro-cc.ru/products/033l-piv-nap-abbe-bryun-tem-st,139,,ABBE"
"585708,""Пиво Охота Крепкое светлое, 0.45л"",https://online.metro-cc.ru/products/ohota-svetloe-krepkoe-pasterizovannoe-81-st-b-045-l,62.90,60.90,ОХОТА"
"221699,""Пиво Garneli фильтрованное, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-garneli-filtr-47-zhb,219,129,GARNELI"
"221206,""Напиток Essa пивной лайм-мята, 0.4л"",https://online.metro-cc.ru/products/04l-piv-nap-essa-laymmyata-st,89.90,69.90,ESSA"
"104691,""Пиво Kilikia Original светлое, 0.5л"",https://online.metro-cc.ru/products/pivo-kilikia-originalnoe-05-l,129,,KILIKIA"
"134863,""Пиво Zubr Classic, 0.5л х 24шт"",https://online.metro-cc.ru/products/svetloe-filtrovannoe-klassik-05-l,169,129,ZUBR"
"638267,""Пиво Faxe Premium светлое, 0.45л"",https://online.metro-cc.ru/products/faxe-zheleznaya-banka-045-l,73.90,,FAXE"
"134870,""Пиво светлое фильтрованное Weltenburger Kloster Hell, 0.5л"",https://online.metro-cc.ru/products/svetloe-filtrovannoe-weltenburger-kloster-hell-05-l,199,,WELTENBURGER KLOSTER"
"243975,""Пиво Хатэ-Тайм светлое, 0.95л"",https://online.metro-cc.ru/products/095l-pivo-hate-taym-sv-33-zhb-243975,329,,ХАТЭ-ТАЙМ"
"201410,""Пиво Einsiedler Schwarzbier, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-einsiedler-schwarzbier-st,189,,EINSIEDLER"
"222889,""Пиво Taiwan beer Gold Medal светлое, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-taiwan-beer-gold-medal-sv-zhb,199,,TAIWAN BEER"
"242019,""Пиво Konix Brewery Munich Helles, 0.45л"",https://online.metro-cc.ru/products/pivo-konix-brewery-munich-helles-045l,116,,KONIX BREWERY"
"206339,""Пиво Чуанлан светлое, 1л"",https://online.metro-cc.ru/products/1l-pivo-chuanlan-svetloe-zhb,389,,ЧУАНЛАН"
"215205,""Пиво Wychwood Brewery Hobgoblin Ruby темное, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-vichvud-bryuveri-hobgob-rubi-tem-st,309,,WYCHWOOD BREWERY"
"128051,""Пиво Дон Южный Рецепт светлое, 1.2л"",https://online.metro-cc.ru/products/don-yuzhnyj-recept-svetloe-12l,139,111,ДОН"
"238518,""Напиток пивной Tuborg Gold нефильтрованный, 0.45л"",https://online.metro-cc.ru/products/napitok-pivnoy-tuborg-gold-nefiltrovannyy-045l,71.90,,TUBORG"
"140446,""Напиток пивной Raspberry Ale Коза в малиннике, 0.45л"",https://online.metro-cc.ru/products/045l-piv-nap-rasberri-el-koza-v-malinnike-zhb,169,,RASPBERRY ALE"
"111606,""Пиво Ремесленное темное, 1л"",https://online.metro-cc.ru/products/pivo-remeslennoe-temnoe-st-b-1l,247,,РЕМЕСЛЕННОЕ"
"135258,""Пиво De Halve Maan Bruegel Zot светлое, 0.33л"",https://online.metro-cc.ru/products/de-halve-maan-bruegel-zot-svetloe-033-l,289,,DE HALVE MAAN"
239418,Пиво Fullers London Pride 0.5л,https://online.metro-cc.ru/products/05l-pivo-fullers-london-prayd-st-239418,289,,FULLERS LONDON PRIDE
"116845,""Пиво светлое Abk Hell, 0.5л"",https://online.metro-cc.ru/products/svetloe-abk-hell-steklo-05-l-116845,209,,ABK"
"98340,""Пиво Liebenbrau Helles, 0.5л"",https://online.metro-cc.ru/products/liebenbrau-helles-05-l,145,,LIEBENBRAU"
"215161,""Пиво Eggenberg Hopfenkonig светлое фильтрованное, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-eggenberg-hopfenkonig-sv-filtr-51-st,319,,EGGENBERG"
"243972,""Пиво Harbin светлое, 0.61л"",https://online.metro-cc.ru/products/061l-pivo-harbin-svetloe-36-st-243972,209,,HARBIN"
"229723,""Пиво Бочкарев холод и солод, 0.43л"",https://online.metro-cc.ru/products/043l-pivo-bochkarev-holod-i-solod-st-229723,73.90,53.90,БОЧКАРЕВ"
"200769,""Пиво Балтика №7 экспортное, 0.45л"",https://online.metro-cc.ru/products/045l-pivo-baltika-7-eksp-st,69.90,59.90,БАЛТИКА"
"134861,""Пиво Rodenbach темное фильтрованное, 0.5л"",https://online.metro-cc.ru/products/temnoe-filtrovannoe-rodenbach-05-l,179,149,RODENBACH"
"123201,""Пиво Охота Крепкое светлое, 0.43л"",https://online.metro-cc.ru/products/043-l-ohota-krepkoe-zh-b,62.90,60.90,ОХОТА"
"215173,""Пиво Konix Brewery Cherie Cherry, 0.5л"",https://online.metro-cc.ru/products/05l-piv-nap-konix-brewery-sheri-cherri-st,159,,KONIX BREWERY"
"596251,""Пиво Золотая Бочка Классическое светлое, 0.45л"",https://online.metro-cc.ru/products/zolotaya-bochka-klassicheskoe-svetloe-zh-b-045-l,68.90,58.90,ЗОЛОТАЯ БОЧКА"
"223730,""Пиво Gansburg Original, 1.15л"",https://online.metro-cc.ru/products/115l-pivo-gansburg-oridzhinal-pet-223730,159,,GANSBURG"
"128049,""Напиток пивной Garage Хардкор ананас, 0.4л"",https://online.metro-cc.ru/products/garazh-hardkor-ananas-04-l,84.90,74.90,GARAGE"
"642081,""Пиво Delirium Tremens, 0.33л"",https://online.metro-cc.ru/products/delirium-tremens-st-033-l,369,,DELIRIUM"
"429960,""Пиво Kilkenny Draught красное, 0.44л"",https://online.metro-cc.ru/products/temnoe-kilkenny-staut-zheleznaya-banka-044-l,299,,KILKENNY"
"80764,""Пивной напиток Gletcher Milk Of Amnesia Tropic светлый, 0.5л"",https://online.metro-cc.ru/products/napitok-gletcher-milk-of-amnesia-tropic-svetlyj-05-l,165,126.90,GLETCHER"
"238064,""Пиво Carlow O'Hara's Ирландский стаут, 0.5л"",https://online.metro-cc.ru/products/pivo-carlow-oharas-irlandskiy-staut-05l,499,,CARLOW O'HARA'S"
"131664,""Пиво светлое Landerbrau фильтрованное пастеризованное, 0.5л"",https://online.metro-cc.ru/products/pivo-svetloe-lander-brau-filtrovannoe-pasterizovannoe-05-l,159,119,LANDERBRAU"
"135618,""Пиво Балтика темное, 0.45л"",https://online.metro-cc.ru/products/pivo-baltika-temnoe-045l-135618,76.90,69.90,БАЛТИКА"
"113803,""Пиво Балтика №7 Мягкое, 0.95л"",https://online.metro-cc.ru/products/pivo-myagkoe-baltika-7-pet-095-l-113803,119,105,БАЛТИКА"
"420362,""Пиво Erdinger Weisbier светлое пшеничное, 0.5л"",https://online.metro-cc.ru/products/svetloe-erdinger-weisbier-pshenichnoe-05-l,279,,ERDINGER"
"58651,""Пивной напиток Amsterdam Navigator светлое, 0.45л"",https://online.metro-cc.ru/products/napitok-amsterdam-steklo-045-l,95.90,84.90,AMSTERDAM"
"202057,""Напиток пивной Kriek Boon светлый, 0.75л"",https://online.metro-cc.ru/products/075l-piv-nap-kriek-boon-sv-f-past-st,812,,KRIEK BOON"
"129805,""Пиво Три медведя светлое, 1.25л"",https://online.metro-cc.ru/products/tri-medvedya-svetloe-125l,149,119,ТРИ МЕДВЕДЯ"
"238520,""Пиво Балтика №6 Портер, 0.45л"",https://online.metro-cc.ru/products/pivo-baltika-6-porter-045l,110,,БАЛТИКА"
"203366,""Пиво Wieninger Export Hell светлое фильтрованное, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-wieninger-guidobald-export-sv-f-nep-st,199,,WIENINGER"
"203963,""Пиво Datour Royal Blonde, 0.33л"",https://online.metro-cc.ru/products/033l-pivo-datour-royal-blonde-st,155,119,DATOUR"
"31374,""Пиво Bud 66 светлое, 0.45л"",https://online.metro-cc.ru/products/bud-66-zheleznaya-banka-045-l,99.90,,BUD"
