id_product,product_name,product_link,regular_price,promo_price,brand
"202136,""Напиток Бочкарев пивной баварский светлый, 1.2л"",https://online.metro-cc.ru/products/12l-piv-nap-bochkarev-bavarskoe-svetloe-pet,129,109,БОЧКАРЕВ"
"75068,""Пивной напиток Doctor Diesel Mild Mix манго красный апельсин, 0.45л"",https://online.metro-cc.ru/products/napitok-drdiesel-mild-mix-mango-krasnyj-apelsin-steklo-045-l,80.90,,DOCTOR DIESEL"
"619587,""Пиво Estrella Damm светлое, 0.33л x 24 шт"",https://online.metro-cc.ru/products/estrella-damm-033-l,3576,,ESTRELLA"
438059,Пивной напиток Redd's 0.33л,https://online.metro-cc.ru/products/napitok-redds-033-l-438059,94.90,74.90,REDD'S
"226993,""Пиво Monchshof Weissbier светлое, 5л"",https://online.metro-cc.ru/products/5l-pivo-monchshof-weissbier-sv-zhb,1999,,MONCHSHOF"
"113674,""Пиво Балтика №3, 1.3л"",https://online.metro-cc.ru/products/13l-pivo-baltika-3-pet,139,108,БАЛТИКА"
"585513,""Пиво Афанасий Крафтовое, 0.75л"",https://online.metro-cc.ru/products/afanasij-kraftovok-pet-075-l,210,,АФАНАСИЙ"
"593360,""Пиво Efes Pilsner светлое, 0.45л"",https://online.metro-cc.ru/products/art-593360,72.90,,EFES"
"116544,""Пиво Liebenbrau Helles, 0.5л"",https://online.metro-cc.ru/products/05-l-pivo-libenbroj-hel-st,194,,LIEBENBRAU"
"213478,""Напиток пивной Старый Мельник из бочонка пшеничное, 0.45л x 12шт"",https://online.metro-cc.ru/products/045l-piv-nap-staryy-melnik-iz-bochonka-pshenichnoe-st-213478,65.90,,СТАРЫЙ МЕЛЬНИК"
"58534,""Пиво Grossmeister Wheat Beer, 0.5л"",https://online.metro-cc.ru/products/grossmeister-wheat-beer-v-zheleznoj-banke-05-l,147,134.90,GROSSMEISTER"
"74824,""Пивной напиток Горьковская пивоварня Шоколадный стаут нефильтрованный, 0.44л"",https://online.metro-cc.ru/products/napitok-staut-gorkij-v-shoke-shokoladnyj-7-044-l,119,,ГОРЬКОВСКАЯ ПИВОВАРНЯ"
"341837,""Пиво Афанасий живое нефильтрованное осветленное, 750мл"",https://online.metro-cc.ru/products/afanasij-dobroe-zhivoe-nefiltrovannoe-osvetlennoe-075-l,271,,АФАНАСИЙ"
"221200,""Напиток Essa пивной дыня-клубника, 0.4л"",https://online.metro-cc.ru/products/04l-piv-nap-essa-dynyaklubnika-st,89.90,69.90,ESSA"
"229720,""Пиво Бочкарев живой розлив, 0.43л"",https://online.metro-cc.ru/products/043l-pivo-bochkarev-zhivoy-rozliv-st-229720,73.90,53.90,БОЧКАРЕВ"
"203963,""Пиво Datour Royal Blonde, 0.33л"",https://online.metro-cc.ru/products/033l-pivo-datour-royal-blonde-st,155,119,DATOUR"
"201398,""Пиво Einsiedler Weissbeir, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-einsiedler-weissbier-st,189,,EINSIEDLER"
"242056,""Пиво Zotler Korbinian Dunkel темное, 0.5л"",https://online.metro-cc.ru/products/pivo-zotler-korbinian-dunkel-temnoe-05l,389,,ZOTLER"
"593746,""Пиво Fruh Kolsch светлое, 0.5л"",https://online.metro-cc.ru/products/fruh-kolsch-v-steklyannoj-butylke-05-l,249,,FRUH KOLSCH"
"239397,""Пиво Steinbrau Edel Hell, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-steinbrau-edel-hell-zhb-239397,189,,STEINBRAU"
"243954,""Пиво Harbin Premium Lager светлое, 0.61л"",https://online.metro-cc.ru/products/061l-pivo-harbin-premium-lager-sv-50-st-243954,229,,HARBIN"
"240766,""Пиво Erdinger Dunkel, 0.5л"",https://online.metro-cc.ru/products/pivo-erdinger-dunkel-05l-240766,225,179,ERDINGER"
"113679,""Пиво Балтика №9, 1.3л"",https://online.metro-cc.ru/products/13l-pivo-baltika-9-pet,149,129,БАЛТИКА"
"203368,""Пиво Wieninger Ruperti Pils светлое фильтрованное, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-wieninger-ruperti-pils-sv-f-nep-st,199,,WIENINGER"
"134868,""Напиток пивной нефильтрованный неосветленный пастеризованный Rodenbach Fruitage, 0.25л"",https://online.metro-cc.ru/products/napitok-nefiltrovannyj-neosvetlennyj-pasterizovannyj-rodenbach-fruitage-025-l,179,,RODENBACH"
"218675,""Пиво Welfbrau Premium Pils светлое фильтрованное, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-welfbrau-premium-pils-sv-filt-zhb,144,,WELFBRAU"
"596865,""Пиво Tuborg Green светлое, 0.9л"",https://online.metro-cc.ru/products/art-596865,139,,TUBORG"
"217834,""Пиво Жигулевское бочковое светлое, 1.15л"",https://online.metro-cc.ru/products/115l-pivo-zhigulevskoe-bochkovoe-svetloe-pet,164,,ЖИГУЛЕВСКОЕ"
"109690,""Пиво Жигулевское высший сорт, 0.45л"",https://online.metro-cc.ru/products/pivo-zhigulevskoe-vysshij-sort-zh-b-045-l-109690,48.90,,ЖИГУЛЕВСКОЕ"
"123195,""Пиво Gosser светлое, 0.43л"",https://online.metro-cc.ru/products/043-l-gesser-sv-zh-b,64.90,59.90,GOSSER"
"72042,""Пиво Delirium Huyghe Red, 0.33л"",https://online.metro-cc.ru/products/delirium-red-v-steklyannoj-butylke-033-l,379,,DELIRIUM"
"134779,""Пиво Brewlok Иван Царевич светлое, 0.5л"",https://online.metro-cc.ru/products/brewlok-ivan-carevich-svetloe-05-l,219,,BREWLOK"
"113691,""Пиво Lowenbrau светлое, 1.3л"",https://online.metro-cc.ru/products/pivo-lowenbrau-pet-13l-113691,175,,LOWENBRAU"
"133684,""Пиво Lowenbrau нефильтрованное, 1.3л"",https://online.metro-cc.ru/products/pivo-lowenbrau-nefiltrovannoe-13l-133684,175,,LOWENBRAU"
"891,""Пиво Thron светлое, 0.5л"",https://online.metro-cc.ru/products/thron-lager-svetloe-v-zheleznoj-banke-05-l,145,,THRON"
"135090,""Пиво Жигули 1968 светлое, 0.43л"",https://online.metro-cc.ru/products/zhiguli-1968-svetloe-043-l,69.90,,ЖИГУЛИ"
"221217,""Напиток El Capulco пивной, 0.4л"",https://online.metro-cc.ru/products/04l-piv-nap-el-capulco-st,84.90,,EL CAPULCO"
"593359,""Пиво Efes Pilsner светлое, 0.45л"",https://online.metro-cc.ru/products/efes-pilsener-v-butylke-045-l,72.90,,EFES"
"243956,""Пиво Harbin Premium Lager светлое, 0.33л"",https://online.metro-cc.ru/products/033l-pivo-harbin-premium-lager-sv-55-st-243956,129,,HARBIN"
"601170,""Пиво Landbier Bayreuther Original Dunkel темное, 0.5л"",https://online.metro-cc.ru/products/landbier-dunkel-tyomnoe-st-05-l,289,,LANDBIER"
"218675,""Пиво Welfbrau Premium Pils светлое фильтрованное, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-welfbrau-premium-pils-sv-filt-zhb,144,,WELFBRAU"
"213558,""Пиво Tuborg Ice Draft, 0.48л"",https://online.metro-cc.ru/products/048l-pivo-tuborg-ays-draft-st,82.90,64.90,TUBORG"
"217255,""Пиво Bakalar безалкогольное, 0.33л х 24 шт"",https://online.metro-cc.ru/products/033l-pivo-bakalar-ho-ba-st,3336,,BAKALAR"
"217253,""Пиво Stella Artois светлое безалкогольное, 0.44л х 20 шт"",https://online.metro-cc.ru/products/044l-pivo-stella-artua-ba,1598,1298.06,Россия"
"215203,""Пиво Estrella Damm, 0.33л"",https://online.metro-cc.ru/products/033l-pivo-estrella-damm-zhb,125,,ESTRELLA"
"201412,""Пиво Lev Czech Lion, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-lev-czech-lion-st,159,,LEV CZECH"
"114251,""Пиво Stella Artois светлое безалкогольное, 0.45л x 24 шт"",https://online.metro-cc.ru/products/stella-artois-bezalkogolnoe-zh-b-045-l-114251,1917.60,1557.67,STELLA ARTOIS"
"580191,""Пиво Tuborg Green светлое, 0.48л"",https://online.metro-cc.ru/products/art-580191,82.90,64.90,TUBORG"
"429932,""Пиво Guinness Draught темное, 0.44л"",https://online.metro-cc.ru/products/temnoe-guinness-staut-zheleznaya-banka-044-l,245,,GUINNESS"
"240476,""Пиво Erdinger безалкогольное, 0.5л"",https://online.metro-cc.ru/products/pivo-erdinger-bezalkogolnoe-05l,229,169,ERDINGER"
"65165,""Пиво Жигули Барное Пшеничное, 0.45л"",https://online.metro-cc.ru/products/zhiguli-barnoe-pshenichnoe-steklo-045-l,69.90,59.90,ЖИГУЛИ БАРНОЕ"
"584941,""Пиво Engel Gold фильтрованное светлое, 0.5л"",https://online.metro-cc.ru/products/engel-gold-500ml,339,,ENGEL GOLD"
"127807,""Пивной напиток St. Pierre Blanche, 0.5л"",https://online.metro-cc.ru/products/napitok-st-pierre-blanche-05-l,149,139,ST. PIERRE"
"208371,""Пиво Tsingtao светлое безалкогольное, 0.33л"",https://online.metro-cc.ru/products/033l-pivo-tsindao-svetloe-ba-st,129,,Китай"
"58826,""Пиво Velkopopovicky Kozel Rezany, 0.45л"",https://online.metro-cc.ru/products/velkopopovicky-kozel-rezany-zh-b-045-l,89.90,67.90,VELKOPOPOVICKY KOZEL"
"220126,""Пиво Wolpertinger Naturtrubes Hefeweissbier светлое, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-wolpertinger-pshenichnoe-zhb,149,133.90,WOLPERTINGER"
"203961,""Пиво Wolpertinger лагер, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-wolpertinger-lager-st,199,179,WOLPERTINGER"
"49888,""Пиво Горьковская пивоварня India Pale Ale, 0.44л"",https://online.metro-cc.ru/products/gorkovskaya-pivovarnya-india-pale-ale-steklo-044-l,106,,ГОРЬКОВСКАЯ ПИВОВАРНЯ"
"140453,""Пиво Run Forest безалкогольное, 0.33л"",https://online.metro-cc.ru/products/033l-pivo-ran-forrest-ba-zhb,89.90,,RUN FOREST"
"219297,""Пиво Жигулевское специальное, 0.44л"",https://online.metro-cc.ru/products/044l-pivo-zhigulevskoe-spetsialnoe-st,43.90,,ЖИГУЛЕВСКОЕ"
"134867,""Напиток пивной Kriek Boon светлый фильтрованный, 0.25л x 24 шт"",https://online.metro-cc.ru/products/025-l-pivn-nap-sv-f-p-kriek-bun-st,4536,,KRIEK BOON"
"134875,""Пиво Schneider's Bayerisch Hell светлое фильтрованное, 0.5л x 20 шт"",https://online.metro-cc.ru/products/05l-pivo-sv-f-nep-shnayders-bayrish-hel-st,3980,,SCHNEIDER'S"
"134778,""Напиток пивной Brewlok Карамба светлый, 0.5л x 12 шт"",https://online.metro-cc.ru/products/05-l-napitok-brewlok-karamba-svetlyj,2748,,BREWLOK"
"245311,""Напиток пивной Cheerday Бельгийский светлый, 1л"",https://online.metro-cc.ru/products/napitok-pivnoy-cheerday-belgiyskiy-svetlyy-1l,499,,Пивной напиток"
"215172,""Пиво Konix Brewery Mon Cher Cassis, 0.5л"",https://online.metro-cc.ru/products/05l-piv-nap-konix-brewery-mon-sher-kassis-st,165,,KONIX BREWERY"
"217842,""Пиво Клинское светлое, 1.15л"",https://online.metro-cc.ru/products/115l-pivo-klinskoe-svetloe-pet,159,,КЛИНСКОЕ"
"215169,""Напиток пивной Konix Brewery Ice Cream Porter Plombeer, 0.45л"",https://online.metro-cc.ru/products/045l-piv-nap-konix-brewery-porter-morozh-plombir-zhb,159,,KONIX BREWERY"
"134869,""Напиток пивной нефильтрованный неосветленный пастеризованный Rodenbach Fruitage, 0.25л x 24 шт"",https://online.metro-cc.ru/products/025-l-pivn-nap-nef-neosv-past-rodenbah-frutazh-st,4296,,RODENBACH"
"134780,""Пиво Brewlok Иван Царевич светлое, 0.5л x 12 шт"",https://online.metro-cc.ru/products/05l-pivo-brewlok-ivan-tsarevich-svetloe,2628,,BREWLOK"
"217254,""Пиво Lowenbrau пшеничное безалкогольное, 0.45л х 24 шт"",https://online.metro-cc.ru/products/045l-pivo-levenbrau-pshen-ba-zhb,1437.60,1197.66,Россия"
"134871,""Пиво светлое фильтрованное Weltenburger Kloster Hell, 0.5л x 20 шт"",https://online.metro-cc.ru/products/05l-pivo-sv-f-p-veltenburger-kloster-hell-st,3980,,WELTENBURGER KLOSTER"
"245299,""Пиво Балтика №7 экспортное, 0.5л"",https://online.metro-cc.ru/products/pivo-baltika-7-eksportnoe-05l,89.90,59.90,БАЛТИКА"
"42181,""Пиво Peterhof Живое светлое нефильтрованное, 1л"",https://online.metro-cc.ru/products/peterhof-zhivoe-pet-1l,129,,PETERHOF"
"639628,""Пиво Волковская пивоварня Бланш де Мазай светлое нефильтрованное, 0.45л x 12 шт"",https://online.metro-cc.ru/products/svetloe-volkovskaya-pivovarnya-blansh-de-mazaj-pshenichnoe-nefiltrovannoe-steklo-v-upakovke-12h045-l,1198.80,,ВОЛКОВСКАЯ ПИВОВАРНЯ"
"638267,""Пиво Faxe Premium светлое, 0.45л"",https://online.metro-cc.ru/products/faxe-zheleznaya-banka-045-l,73.90,,FAXE"
"243504,""Напиток пивной Rouge Et Noire Kriek, 0.25л"",https://online.metro-cc.ru/products/napitok-pivnoy-rouge-et-noire-kriek-025l,189,,ROUGE ET NOIRE"
245293,Пиво Platina Latina 0.4л,https://online.metro-cc.ru/products/pivo-platina-latina-045l,69.90,,PLATINA LATINA
"246405,""Пиво Bakalar холодного охмеления, 0.5л"",https://online.metro-cc.ru/products/pivo-bakalar-holodnogo-ohmeleniya-05l-246405,209,,BAKALAR"
"206310,""Пиво Gletcher Heidegger Hell, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-gletcher-heidegger-hell-st,139,109,GLETCHER"
"242022,""Напиток пивной Konix Brewery Cherie Cherry, 0.45л"",https://online.metro-cc.ru/products/napitok-pivnoy-konix-brewery-cherie-cherry-045l,154,,KONIX BREWERY"
"217836,""Пиво Белый медведь крепкое, 1.15л"",https://online.metro-cc.ru/products/115l-pivo-belyy-medved-krepkoe-pet,149,,БЕЛЫЙ МЕДВЕДЬ"
"213567,""Напиток пивной Tuborg Mix up манго-маракуйя, 0.48л"",https://online.metro-cc.ru/products/048l-piv-nap-tuborg-mango-marakuya-st,77.90,,TUBORG"
"229717,""Напиток пивной Бочкарев Белый колос нефильтрованное, 0.43л"",https://online.metro-cc.ru/products/043l-piv-nap-bochkarev-belyy-kolos-nefiltr-st-229717,73.90,53.90,БОЧКАРЕВ"
"242054,""Пиво Bayerns Stammtisch светлое, 0.5л"",https://online.metro-cc.ru/products/pivo-bayerns-stammtisch-svetloe-05l,339,,BAYERNS STAMMTISCH"
"244616,""Пиво Leffe Blonde, 0.33л"",https://online.metro-cc.ru/products/033l-pivo-leffe-blond-st-244616,209,,LEFFE"
"213556,""Пиво Балтика авторское, 0.45л"",https://online.metro-cc.ru/products/045l-pivo-baltika-avtorskoe-zhb,64.90,59.90,БАЛТИКА"
"208756,""Пивной напиток Dreamteam Brew Summer Garden, 0.33л"",https://online.metro-cc.ru/products/033l-piv-nap-dreamteam-brew-sammer-garden-pshen-st,199,,DREAMTEAM BREW"
"238053,""Напиток пивной Blanche Bruxelles Rosee, 0.33л"",https://online.metro-cc.ru/products/napitok-pivnoy-blanche-bruxelles-rosee-033l,299,,BLANCHE BRUXELLES"
"245313,""Пиво Cheerday Gold светлое, 1л"",https://online.metro-cc.ru/products/pivo-cheerday-gold-svetloe-1l,419,,CHEERDAY"
"218677,""Пиво Apostel Hell светлое фильтрованное, 0.5л"",https://online.metro-cc.ru/products/05l-pivo-apostel-helles-sv-nfilt-zhb,143,,APOSTEL"
"128283,""Пиво Eboshi Happoshu, 0.5л x 24 шт"",https://online.metro-cc.ru/products/05-l-pivo-ibosi-happosyu-zhb-128283,4296,,EBOSHI"
"242441,""Пиво Schnitzlbaumer Zwickl безалкогольное, 0.5л"",https://online.metro-cc.ru/products/pivo-schnitzlbaumer-zwickl-bezalkogolnoe-05l,309,,SCHNITZLBAUMER"
"134782,""Пиво Brewlok Леший эль светлое, 0.5л x 12 шт"",https://online.metro-cc.ru/products/05l-pivo-brewlok-leshiy-el-svetloe,2628,,BREWLOK"
"134785,""Пиво Brewlok Likho the One-Eyed светлое, 0.5л x 12 шт"",https://online.metro-cc.ru/products/05l-pivo-brewlok-liho-odnoglazoe-svetloe,2748,,BREWLOK"
244617,Пиво Leffe Brune 0.33л,https://online.metro-cc.ru/products/033l-pivo-leffe-brune-st-244617,209,,LEFFE
"245297,""Пиво Zatecky Gus нефильтрованное, 1.35л"",https://online.metro-cc.ru/products/pivo-zatecky-gus-nefiltrovannoe-135l,139,,ZATECKY GUS"
"242020,""Напиток пивной Konix Brewery Mon Cher Cassis, 0.45л"",https://online.metro-cc.ru/products/napitok-pivnoy-konix-brewery-mon-cher-cassis-045l,154,,KONIX BREWERY"
